Date,DayOfMonth,Temp_Max,Temp_Avg,Temp_Min,DewPt_Max,DewPt_Avg,DewPt_Min,Humid_Max,Humid_Avg,Humid_Min,Wind_Max,Wind_Avg,Wind_Min,Pressure_Max,Pressure_Avg,Pressure_Min,Precip,RandVal,DayOfWeek,Weekend,,,,,,,,,,,,,,,,,,,,
3/31/2023,31,83,68.3,52,63,57.1,51,97,71.2,41,21,8.2,0,30.3,30.2,30.1,0,0.547886037,Fri,0,,,,,,,,,,,,,,,,,,,,
4/1/2023,1,88,75.8,65,67,63.2,61,90,66.8,43,20,12.5,5,30.1,30,29.9,0,0.426844568,Sat,1,,,,,,,,,,,,,,,,,,,,
4/2/2023,2,83,72,60,68,56,42,100,63.9,24,16,6.8,0,30.1,30,29.9,0,0.996504157,Sun,1,,,,,,,,,,,,,,,,,,,,
4/3/2023,3,84,70.1,55,70,59,48,90,69.6,39,13,4.3,0,30,30,29.9,0,0.93985331,Mon,0,,,,,,,,,,,,,,,,,,,,
4/4/2023,4,85,69.6,60,67,64.1,58,97,84.2,49,10,3,0,30.1,30,29.9,0,0.550891762,Tue,0,,,,,,,,,,,,,,,,,,,,
4/5/2023,5,88,72.6,62,72,67,62,100,85,46,16,5.1,0,30.2,30.1,30.1,0,0.256538174,Wed,0,,,,,,,,,,,,,,,,,,,,
4/6/2023,6,87,76.4,70,69,67.2,64,93,74.9,49,14,8,0,30.2,30.1,30.1,0,0.866367113,Thu,0,,,,,,,,,,,,,,,,,,,,
4/7/2023,7,88,74.3,65,69,66.5,63,100,78.5,48,15,5.8,0,30.2,30.1,30,0,0.748778199,Fri,0,,,,,,,,,,,,,,,,,,,,
4/8/2023,8,80,71,62,69,66.4,59,96,85.8,66,18,10.8,3,30.1,30,30,0,0.673516227,Sat,1,,,,,,,,,,,,,,,,,,,,
4/9/2023,9,61,56.3,50,58,54.1,49,97,92.5,78,20,12.7,7,30.2,30.1,30,0.44,0.303762553,Sun,1,,,,,,,,,,,,,,,,,,,,
4/10/2023,10,64,62.1,60,58,55.6,53,90,79.5,70,24,17.1,10,30.2,30.2,30.1,0.05,0.74797738,Mon,0,,,,,,,,,,,,,,,,,,,,
4/11/2023,11,68,63.9,61,63,59.5,56,90,85.7,75,23,14,3,30.2,30.2,30.2,0.13,0.393611207,Tue,0,,,,,,,,,,,,,,,,,,,,
4/12/2023,12,77,68.2,60,63,57.8,54,97,71.8,46,20,10.7,3,30.2,30.1,30,0.13,0.317199193,Wed,0,,,,,,,,,,,,,,,,,,,,
4/13/2023,13,84,72.9,68,71,67.3,60,94,83.1,56,21,9.6,0,30,29.9,29.8,0.19,0.622711634,Thu,0,,,,,,,,,,,,,,,,,,,,
4/14/2023,14,88,71.7,63,68,61.8,54,100,76,34,16,5.7,0,29.9,29.9,29.8,0.74,0.346355166,Fri,0,,,,,,,,,,,,,,,,,,,,
4/15/2023,15,87,72.2,56,68,59.5,54,93,67.5,39,14,5.7,0,30,30,29.9,0,0.83021188,Sat,1,,,,,,,,,,,,,,,,,,,,
4/16/2023,16,86,75,65,66,63.3,61,93,68.6,43,26,9.3,0,30,29.9,29.8,0.01,0.545378411,Sun,1,,,,,,,,,,,,,,,,,,,,
4/17/2023,17,77,67.9,52,68,48.9,39,94,55.4,25,14,7.9,0,30,29.9,29.8,0.1,0.848495675,Mon,0,,,,,,,,,,,,,,,,,,,,
4/18/2023,18,77,60.9,44,50,42.5,33,90,58.3,21,12,3.6,0,30,30,29.9,0,0.742722558,Tue,0,,,,,,,,,,,,,,,,,,,,
4/19/2023,19,83,65.5,49,56,49.1,43,93,62.1,24,13,4,0,30.1,30.1,30,0,0.098669162,Wed,0,,,,,,,,,,,,,,,,,,,,
4/20/2023,20,83,69,53,63,56.3,51,93,68.4,35,17,6.7,0,30.2,30.1,30.1,0,0.042023712,Thu,0,,,,,,,,,,,,,,,,,,,,
4/21/2023,21,81,69.2,54,67,60.6,53,97,76.5,49,16,6.2,0,30.1,30,29.9,0,0.046947661,Fri,0,,,,,,,,,,,,,,,,,,,,
4/22/2023,22,86,74.7,67,67,63.7,53,93,71.5,43,9,5.8,0,29.9,29.8,29.7,0,0.289709935,Sat,1,,,,,,,,,,,,,,,,,,,,
4/23/2023,23,78,67.3,54,54,48.9,43,87,53.8,31,17,8,0,30,29.9,29.9,0,0.3862545,Sun,1,,,,,,,,,,,,,,,,,,,,
4/24/2023,24,74,66.1,57,64,59.1,54,93,79.5,55,14,5.2,0,30,30,29.9,0,0.487215153,Mon,0,,,,,,,,,,,,,,,,,,,,
4/25/2023,25,79,69.8,62,65,62.3,60,97,78.4,56,16,8.5,0,30,30,29.9,0,0.325541373,Tue,0,,,,,,,,,,,,,,,,,,,,
4/26/2023,26,82,72.7,62,67,64.3,61,97,76.4,56,17,7.8,0,30,29.9,29.9,0,0.701909879,Wed,0,,,,,,,,,,,,,,,,,,,,
4/27/2023,27,81,72.5,64,71,66.8,62,96,83.1,64,29,10.8,0,30,29.9,29.7,0,0.977178044,Thu,0,,,,,,,,,,,,,,,,,,,,
4/28/2023,28,87,73,62,69,66.1,61,100,80.9,51,15,6.6,0,29.9,29.8,29.8,0.39,0.056416824,Fri,0,,,,,,,,,,,,,,,,,,,,
4/29/2023,29,87,75.2,69,71,68,64,93,79.8,46,18,7.8,0,29.8,29.8,29.6,0,0.371921589,Sat,1,,,,,,,,,,,,,,,,,,,,
4/30/2023,30,78,71.2,67,68,61.2,54,93,72.8,45,28,15.9,6,29.7,29.6,29.5,0.51,0.345014124,Sun,1,,,,,,,,,,,,,,,,,,,,
5/1/2023,1,84,72,54,60,55.7,48,97,60.3,37,25,13.8,3,29.8,29.7,29.7,0,0.152962883,Mon,0,,,,,,,,,,,,,,,,,,,,
5/2/2023,2,84,71.3,60,59,49.4,40,93,51.7,24,20,11.9,5,29.9,29.8,29.7,0,0.16629643,Tue,0,,,,,,,,,,,,,,,,,,,,
5/3/2023,3,82,68.5,56,52,44.2,37,81,47,21,22,10.3,0,29.9,29.8,29.7,0,0.366926758,Wed,0,,,,,,,,,,,,,,,,,,,,
5/4/2023,4,84,67.2,49,52,46.6,39,93,53.8,24,10,3.4,0,30,29.9,29.9,0,0.978725744,Thu,0,,,,,,,,,,,,,,,,,,,,
5/5/2023,5,82,69,54,63,55.5,47,90,65.7,30,13,5.1,0,30.1,30.1,30,0,0.564109949,Fri,0,,,,,,,,,,,,,,,,,,,,
5/6/2023,6,73,69.1,62,67,64.1,61,96,84.2,71,15,8.3,0,30.2,30.1,30.1,0,0.546731107,Sat,1,,,,,,,,,,,,,,,,,,,,
5/7/2023,7,83,71.5,59,64,59.7,57,96,69.1,44,16,6.7,0,30.2,30.1,30.1,0.06,0.820585323,Sun,1,,,,,,,,,,,,,,,,,,,,
5/8/2023,8,90,75.5,62,65,60.6,58,90,62.7,35,12,5,0,30.1,30,30,0,0.218935041,Mon,0,,,,,,,,,,,,,,,,,,,,
5/9/2023,9,88,77.2,68,69,66.2,63,87,70.5,46,10,5.2,0,30,30,29.9,0,0.100955703,Tue,0,,,,,,,,,,,,,,,,,,,,
5/10/2023,10,89,76.1,68,71,68.5,64,96,78.9,52,21,8.2,0,30.1,30,29.9,0,0.156299048,Wed,0,,,,,,,,,,,,,,,,,,,,
5/11/2023,11,86,77.4,72,72,69.8,68,93,78.5,57,16,8.3,0,30.1,30.1,30,0,0.069192771,Thu,0,,,,,,,,,,,,,,,,,,,,
5/12/2023,12,86,75,68,73,68.5,65,96,81.3,58,20,5.8,0,30.1,30.1,30,0,0.163415322,Fri,0,,,,,,,,,,,,,,,,,,,,
5/13/2023,13,86,72.6,65,70,66.9,64,100,83.6,53,12,4.8,0,30.1,30.1,30,0.16,0.734381728,Sat,1,,,,,,,,,,,,,,,,,,,,
5/14/2023,14,88,77.3,67,68,66,64,93,70.3,45,13,4.4,0,30.1,30.1,30,0,0.22705279,Sun,1,,,,,,,,,,,,,,,,,,,,
5/15/2023,15,85,76,70,69,67,65,91,74.7,53,14,5.9,0,30.1,30.1,30.1,0,0.114288397,Mon,0,,,,,,,,,,,,,,,,,,,,
5/16/2023,16,89,75.3,67,71,67.8,64,100,80.2,46,14,3.3,0,30.1,30,29.8,0,0.634870107,Tue,0,,,,,,,,,,,,,,,,,,,,
5/17/2023,17,89,76.8,70,71,68.8,66,96,77.8,46,24,9.2,0,29.9,29.8,29.7,0,0.192633674,Wed,0,,,,,,,,,,,,,,,,,,,,
5/18/2023,18,87,73.5,65,72,67.5,63,96,82.2,55,23,4,0,30,29.9,29.8,0.11,0.753031271,Thu,0,,,,,,,,,,,,,,,,,,,,
5/19/2023,19,84,74.6,69,71,68.9,67,97,83.2,60,14,6.1,0,30,30,29.9,0.76,0.099326236,Fri,0,,,,,,,,,,,,,,,,,,,,
5/20/2023,20,86,75.8,67,70,67.8,65,97,77.3,56,12,4.4,0,30,30,29.9,0,0.312396299,Sat,1,,,,,,,,,,,,,,,,,,,,
5/21/2023,21,90,76.3,67,74,70.4,65,97,83.2,48,24,6.8,0,30,29.9,29.8,0,0.508142052,Sun,1,,,,,,,,,,,,,,,,,,,,
5/22/2023,22,81,74.9,71,73,71,68,94,87.7,72,17,8.4,0,29.9,29.9,29.9,1.01,0.088969589,Mon,0,,,,,,,,,,,,,,,,,,,,
5/23/2023,23,82,74.2,70,72,69.6,67,94,85.9,62,18,10,0,29.9,29.9,29.9,1.04,0.075119449,Tue,0,,,,,,,,,,,,,,,,,,,,
5/24/2023,24,79,73,68,70,66,56,93,80.1,48,21,10,0,29.9,29.9,29.8,0.81,0.205382777,Wed,0,,,,,,,,,,,,,,,,,,,,
5/25/2023,25,81,72.7,64,68,63.2,58,93,73.8,45,18,10,0,29.8,29.8,29.8,0,0.720382695,Thu,0,,,,,,,,,,,,,,,,,,,,
5/26/2023,26,75,71,66,68,62.2,54,90,74.4,60,21,14.2,10,29.9,29.9,29.8,0.02,0.148804608,Fri,0,,,,,,,,,,,,,,,,,,,,
5/27/2023,27,74,65.5,62,58,55.2,53,78,69.3,55,18,11.8,6,30,29.9,29.8,0,0.253310327,Sat,1,,,,,,,,,,,,,,,,,,,,
5/28/2023,28,79,66.9,60,61,57.7,54,93,73.5,52,12,6.3,0,30,29.9,29.9,0,0.232015621,Sun,1,,,,,,,,,,,,,,,,,,,,
5/29/2023,29,87,74.1,60,66,60.7,58,97,67,37,10,5.5,0,29.9,29.9,29.8,0,0.607117086,Mon,0,,,,,,,,,,,,,,,,,,,,
5/30/2023,30,85,75.5,68,70,66.3,61,93,74,53,13,5.5,0,29.9,29.9,29.8,0,0.692306597,Tue,0,,,,,,,,,,,,,,,,,,,,
5/31/2023,31,85,76.1,70,71,67.6,62,93,75.7,60,22,11.2,0,30,29.9,29.9,0,0.034560193,Wed,0,,,,,,,,,,,,,,,,,,,,
6/1/2023,1,80,74.9,68,70,68.1,64,91,79.8,64,17,10.6,0,29.9,29.9,29.9,1.06,0.691721963,Thu,0,,,,,,,,,,,,,,,,,,,,
6/2/2023,2,83,73.8,66,69,65.5,63,93,77,51,17,9,0,29.9,29.8,29.8,0,0.398621474,Fri,0,,,,,,,,,,,,,,,,,,,,
6/3/2023,3,84,74.6,66,71,67.7,65,100,80.2,58,16,8.1,0,29.8,29.7,29.7,0,0.015336984,Sat,1,,,,,,,,,,,,,,,,,,,,
6/4/2023,4,81,73.9,71,72,68.7,65,96,84,66,23,11.1,0,29.8,29.8,29.7,0,0.072856355,Sun,1,,,,,,,,,,,,,,,,,,,,
6/5/2023,5,81,74.8,68,66,63.9,60,84,69.7,50,16,10.6,0,29.9,29.9,29.8,0.06,0.321689978,Mon,0,,,,,,,,,,,,,,,,,,,,
6/6/2023,6,90,76.8,63,67,63.9,60,93,67,39,15,5.5,0,29.9,29.9,29.8,0,0.821373236,Tue,0,,,,,,,,,,,,,,,,,,,,
6/7/2023,7,91,79,71,70,67.8,65,90,70.3,42,20,7.4,0,29.9,29.8,29.7,0.05,0.033840624,Wed,0,,,,,,,,,,,,,,,,,,,,
6/8/2023,8,93,80.7,71,70,66.9,65,90,65.3,39,14,8.3,0,29.8,29.7,29.6,0,0.363624862,Thu,0,,,,,,,,,,,,,,,,,,,,
6/9/2023,9,91,77.3,71,73,70.6,67,97,81.3,45,18,8.9,0,29.8,29.8,29.7,0,0.18856007,Fri,0,,,,,,,,,,,,,,,,,,,,
6/10/2023,10,87,76,68,73,70,66,96,82.7,55,16,5.6,0,29.9,29.9,29.8,0.47,0.866476034,Sat,1,,,,,,,,,,,,,,,,,,,,
6/11/2023,11,92,76.7,69,74,69.9,67,100,81.7,45,22,5.6,0,29.9,29.9,29.8,0.48,0.824491698,Sun,1,,,,,,,,,,,,,,,,,,,,
6/12/2023,12,91,80.2,71,73,70.6,68,96,74.1,50,18,10.2,3,29.9,29.8,29.8,1.22,0.341278011,Mon,0,,,,,,,,,,,,,,,,,,,,
6/13/2023,13,96,80.8,72,75,70.8,64,94,73.9,43,22,10.3,0,29.9,29.9,29.8,0,0.011022193,Tue,0,,,,,,,,,,,,,,,,,,,,
6/14/2023,14,89,77,69,76,70.7,66,96,81.9,58,41,7.9,0,29.9,29.9,29.8,0.21,0.803964714,Wed,0,,,,,,,,,,,,,,,,,,,,
6/15/2023,15,85,70.6,67,72,66.8,65,97,88.1,63,23,9.1,0,30,29.9,29.8,0.19,0.290344481,Thu,0,,,,,,,,,,,,,,,,,,,,
6/16/2023,16,89,79.4,70,74,70.2,66,93,74.5,57,21,10.7,6,29.9,29.8,29.8,1.33,0.284238349,Fri,0,,,,,,,,,,,,,,,,,,,,
6/17/2023,17,90,78.5,71,73,69.6,65,94,75,50,16,7.1,0,29.9,29.9,29.8,0.16,0.885468132,Sat,1,,,,,,,,,,,,,,,,,,,,
6/18/2023,18,91,80.3,71,74,71.2,68,93,75.1,50,9,4.8,0,29.9,29.8,29.8,0.35,0.491524294,Sun,1,,,,,,,,,,,,,,,,,,,,
6/19/2023,19,90,80.8,74,74,71.3,66,94,74.2,52,14,5.5,0,29.9,29.9,29.8,0,0.877884428,Mon,0,,,,,,,,,,,,,,,,,,,,
6/20/2023,20,87,77.3,72,73,71,68,93,81.7,59,17,8.5,3,29.9,29.8,29.7,0.12,0.49064037,Tue,0,,,,,,,,,,,,,,,,,,,,
6/21/2023,21,86,76.7,73,74,70.7,67,94,82,63,21,10.1,0,29.9,29.8,29.8,0.38,0.843353159,Wed,0,,,,,,,,,,,,,,,,,,,,
6/22/2023,22,83,75.3,70,73,69.3,67,93,81.9,65,22,9.9,5,29.9,29.9,29.8,0.18,0.394904175,Thu,0,,,,,,,,,,,,,,,,,,,,
6/23/2023,23,88,77.8,72,76,71.2,65,93,80.7,61,16,10,3,30,29.9,29.9,0.22,0.926212697,Fri,0,,,,,,,,,,,,,,,,,,,,
6/24/2023,24,86,78.3,72,76,72.4,70,93,82.3,65,20,6.9,0,30,29.9,29.9,0.2,0.006386256,Sat,1,,,,,,,,,,,,,,,,,,,,
6/25/2023,25,95,82.4,72,73,68.2,61,97,65.9,32,10,5.8,0,29.9,29.9,29.9,0.31,0.866830236,Sun,1,,,,,,,,,,,,,,,,,,,,
6/26/2023,26,94,83.8,73,71,68.9,66,87,62.8,40,16,8.8,0,29.9,29.9,29.8,0,0.229589218,Mon,0,,,,,,,,,,,,,,,,,,,,
6/27/2023,27,98,84.2,75,77,73.5,70,94,72.6,44,21,9.6,0,29.9,29.8,29.8,0,0.526000691,Tue,0,,,,,,,,,,,,,,,,,,,,
6/28/2023,28,96,84.5,77,77,72.8,63,94,71.7,33,10,4.8,0,29.9,29.9,29.8,0.03,0.902616662,Wed,0,,,,,,,,,,,,,,,,,,,,
6/29/2023,29,93,82.5,72,74,70.4,65,93,69.4,41,14,4.5,0,30,29.9,29.9,0,0.542121158,Thu,0,,,,,,,,,,,,,,,,,,,,
6/30/2023,30,93,82,73,76,70,65,94,70,42,13,4.9,0,30,30,29.9,0,0.629173342,Fri,0,,,,,,,,,,,,,,,,,,,,
7/1/2023,1,92,82.5,73,74,70.9,69,91,69.9,48,13,4.5,0,30,30,29.9,0,0.395620204,Sat,1,,,,,,,,,,,,,,,,,,,,
7/2/2023,2,95,84.2,74,75,72.5,69,94,70,47,14,5,0,30,29.9,29.9,0,0.830108238,Sun,1,,,,,,,,,,,,,,,,,,,,
7/3/2023,3,97,84,76,75,72.1,70,85,68.6,43,15,5.5,0,30,30,29.9,0,0.089626836,Mon,0,,,,,,,,,,,,,,,,,,,,
7/4/2023,4,94,84.8,75,77,73.8,69,94,71.4,52,16,6,0,30,30,30,0,0.73265774,Tue,0,,,,,,,,,,,,,,,,,,,,
7/5/2023,5,98,85.1,77,76,74.2,72,88,71.3,43,14,6,0,30,30,29.9,0,0.963412188,Wed,0,,,,,,,,,,,,,,,,,,,,
7/6/2023,6,94,82.9,77,76,73.8,70,90,74.9,49,13,6.3,0,30,29.9,29.8,0,0.012822649,Thu,0,,,,,,,,,,,,,,,,,,,,
7/7/2023,7,91,78.5,73,77,73.1,71,94,84,59,32,10.7,0,29.9,29.9,29.8,0.26,0.574790099,Fri,0,,,,,,,,,,,,,,,,,,,,
7/8/2023,8,95,83.5,74,75,73.1,70,94,72.8,47,15,7.7,0,29.9,29.9,29.8,2.03,0.594697861,Sat,1,,,,,,,,,,,,,,,,,,,,
7/9/2023,9,91,82.3,77,77,74.1,71,90,76.8,57,21,9.5,5,29.9,29.9,29.9,0,0.097365569,Sun,1,,,,,,,,,,,,,,,,,,,,
7/10/2023,10,88,80.1,75,77,74.7,71,94,83.9,65,36,11.7,5,29.9,29.9,29.9,0.04,0.127025513,Mon,0,,,,,,,,,,,,,,,,,,,,
7/11/2023,11,89,81.6,77,78,75,73,94,80.8,63,10,5.8,0,30,30,29.9,0.23,0.334117647,Tue,0,,,,,,,,,,,,,,,,,,,,
7/12/2023,12,95,81.5,76,77,73.4,67,96,78.7,42,23,5.2,0,30,30,29.9,0,0.27017832,Wed,0,,,,,,,,,,,,,,,,,,,,
7/13/2023,13,95,83.4,76,75,73.7,72,94,74.3,49,15,4.9,0,30,29.9,29.9,0.02,0.037889091,Thu,0,,,,,,,,,,,,,,,,,,,,
7/14/2023,14,92,80.9,74,76,73.9,70,94,80.5,48,26,6.4,0,30,29.9,29.9,0,0.438924468,Fri,0,,,,,,,,,,,,,,,,,,,,
7/15/2023,15,92,83.7,77,76,74.5,73,90,75,55,21,9,0,30,29.9,29.9,0.14,0.192700871,Sat,1,,,,,,,,,,,,,,,,,,,,
7/16/2023,16,95,83.4,76,77,75.1,71,93,77,52,18,9.1,3,30,29.9,29.9,0,0.383908566,Sun,1,,,,,,,,,,,,,,,,,,,,
7/17/2023,17,93,81.3,76,79,75.7,73,94,83.9,59,26,5,0,30,29.9,29.9,0.08,0.836247679,Mon,0,,,,,,,,,,,,,,,,,,,,
7/18/2023,18,95,83.8,74,75,72.2,69,94,70.6,44,10,4.2,0,30.1,30,30,0.18,0.651371843,Tue,0,,,,,,,,,,,,,,,,,,,,
7/19/2023,19,97,85.4,75,79,74.4,71,94,71.6,43,13,4.8,0,30.1,30.1,30,0,0.520437056,Wed,0,,,,,,,,,,,,,,,,,,,,
7/20/2023,20,98,87.4,77,78,74.1,70,90,67.2,43,10,5.2,0,30.1,30,30,0,0.693979845,Thu,0,,,,,,,,,,,,,,,,,,,,
7/21/2023,21,98,87.9,77,77,74.3,73,88,65.8,46,13,8,0,30,29.9,29.8,0,0.245492868,Fri,0,,,,,,,,,,,,,,,,,,,,
7/22/2023,22,97,81.4,74,76,72.3,69,91,75.7,46,29,11.1,0,29.9,29.9,29.8,0,0.506530421,Sat,1,,,,,,,,,,,,,,,,,,,,
7/23/2023,23,90,78,73,77,73.1,71,94,85.3,63,25,5.8,0,30,30,29.9,0.07,0.989491506,Sun,1,,,,,,,,,,,,,,,,,,,,
7/24/2023,24,94,82.6,75,75,73.1,71,94,75,49,13,5.2,0,30.1,30,30,0.38,0.971754601,Mon,0,,,,,,,,,,,,,,,,,,,,
7/25/2023,25,93,79.5,74,77,73.3,69,97,82.6,50,14,3.4,0,30.1,30.1,30,0,0.352333476,Tue,0,,,,,,,,,,,,,,,,,,,,
7/26/2023,26,92,81.8,71,75,72.3,69,93,74.7,54,13,5.1,0,30.1,30.1,30,0.05,0.830255367,Wed,0,,,,,,,,,,,,,,,,,,,,
7/27/2023,27,92,82.7,75,77,74.4,73,94,77.1,55,15,5.8,0,30.1,30,30,0,0.412324575,Thu,0,,,,,,,,,,,,,,,,,,,,
7/28/2023,28,86,78.9,75,76,75.2,74,100,88.5,70,22,6.8,0,30.1,30,30,0.46,0.579743952,Fri,0,,,,,,,,,,,,,,,,,,,,
7/29/2023,29,93,81.5,75,75,73.7,71,94,78.4,54,16,5.6,0,30.1,30,30,0.69,0.05216536,Sat,1,,,,,,,,,,,,,,,,,,,,
7/30/2023,30,99,81.8,73,77,73,70,94,76.7,43,28,10,3,30.1,30,29.9,0,0.160641401,Sun,1,,,,,,,,,,,,,,,,,,,,
7/31/2023,31,91,78.2,73,76,72.8,71,94,84.3,59,17,3.1,0,30,29.9,29.9,1.18,0.19847542,Mon,0,,,,,,,,,,,,,,,,,,,,
